symbol	function description	source	confidence code	Previous.Symbols	Synonyms
OVOL2	ovo-like 2 (Drosophila)	v4 only	CC:3	ZNF339	bA504H3.3
PACS2	phosphofurin acidic cluster sorting protein 2	v4 only	CC:3	PACS1L	KIAA0602
PARN	poly(A)-specific ribonuclease (deadenylation nuclease)	v4 only	CC:3		DAN
PATZ1	POZ (BTB) and AT hook containing zinc finger 1	v4 only	CC:3	ZNF278	MAZR, dJ400N23, ZBTB19, ZSG, RIAZ, PATZ
PAWR	PRKC, apoptosis, WT1, regulator	v4 only	CC:3		par-4, PAR4
PAX1	paired box 1	v4 only	CC:3		
PAX2	paired box 2	v4 only	CC:3		
PAX9	paired box 9	v4 only	CC:3		
PAXIP1	PAX interacting (with transcription-activation domain) protein 1	v4 only	CC:3	PAXIP1L	CAGF29, CAGF28, TNRC2, PTIP
PBXIP1	pre-B-cell leukemia homeobox interacting protein 1	v4 only	CC:3		HPIP
PCGF3	polycomb group ring finger 3	v4 only	CC:3	RNF3	FLJ36550, DONG1, RNF3A, MGC40413
PCM1	pericentriolar material 1	v4 only	CC:3		PTC4
PDCD6	programmed cell death 6	v4 only	CC:3		ALG-2, PEF1B
PDLIM5	PDZ and LIM domain 5	v4 only	CC:3		LIM, Enh
PER1	period homolog 1 (Drosophila)	v4 only	CC:3	PER	RIGUI
PER2	period homolog 2 (Drosophila)	v4 only	CC:3		KIAA0347
PER3	period homolog 3 (Drosophila)	v4 only	CC:3		
PFDN5	prefoldin subunit 5	v4 only	CC:3		PFD5, MM-1
PGBD3	piggyBac transposable element derived 3	v4 only	CC:3		FLJ90201
PHB	prohibitin	v4 only	CC:3		PHB1
PHC1	polyhomeotic homolog 1 (Drosophila)	v4 only	CC:3	EDR1	HPH1, RAE28
PHF12	PHD finger protein 12	v4 only	CC:3		PF1, KIAA1523
PHF15	PHD finger protein 15	v4 only	CC:3		KIAA0239
PHF16	PHD finger protein 16	v4 only	CC:3		KIAA0215
PHF17	PHD finger protein 17	v4 only	CC:3		JADE1
PHF2	PHD finger protein 2	v4 only	CC:3		KIAA0662, JHDM1E, CENP-35
PHF21A	PHD finger protein 21A	v4 only	CC:3		BHC80, KIAA1696, BM-006
PHF3	PHD finger protein 3	v4 only	CC:3		
PIAS1	protein inhibitor of activated STAT, 1	v4 only	CC:3	DDXBP1	GBP, GU/RH-II, ZMIZ3
PIAS2	protein inhibitor of activated STAT, 2	v4 only	CC:3		PIASX-BETA, miz, PIASX-ALPHA, ZMIZ4
PIAS3	protein inhibitor of activated STAT, 3	v4 only	CC:3		FLJ14651, ZMIZ5
PIAS4	protein inhibitor of activated STAT, 4	v4 only	CC:3		Piasg, PIASY, FLJ12419, ZMIZ6
PIGF	phosphatidylinositol glycan anchor biosynthesis, class F	v4 only	CC:3		
PIR	pirin (iron-binding nuclear protein)	v4 only	CC:3		
PLAGL1	pleiomorphic adenoma gene-like 1	v4 only	CC:3		ZAC, LOT1
PLRG1	pleiotropic regulator 1 (PRL1 homolog, Arabidopsis)	v4 only	CC:3		PRL1, Prp46, PRPF46
PMF1	polyamine-modulated factor 1	v4 only	CC:3		
PMFBP1	polyamine modulated factor 1 binding protein 1	v4 only	CC:3		
PML	promyelocytic leukemia	v4 only	CC:3		MYL, TRIM19, RNF71
PNLDC1	poly(A)-specific ribonuclease (PARN)-like domain containing 1	v4 only	CC:3		FLJ40240, dJ195P10.2
POLR2I	polymerase (RNA) II (DNA directed) polypeptide I, 14.5kDa	v4 only	CC:3		RPB9, hRPB14.5
POU2AF1	POU class 2 associating factor 1	v4 only	CC:3		OBF1
POU5F1P3	POU class 5 homeobox 1 pseudogene 3	v4 only	CC:3	OTF3L, POU5F1L	POU5FLC12
POU5F1P4	POU class 5 homeobox 1 pseudogene 4	v4 only	CC:3		POU5FLC1
PPARGC1A	peroxisome proliferator-activated receptor gamma, coactivator 1 alpha	v4 only	CC:3	PPARGC1	PGC1, PGC1A
PPARGC1B	peroxisome proliferator-activated receptor gamma, coactivator 1 beta	v4 only	CC:3		PERC, PGC1B
PPBPL2	pro-platelet basic protein-like 2	v4 only	CC:3		SPBPBP
PPP1R13L	protein phosphatase 1, regulatory (inhibitor) subunit 13 like	v4 only	CC:3		RAI, IASPP
PPP1R3E	protein phosphatase 1, regulatory (inhibitor) subunit 3E	v4 only	CC:3		FLJ00089
PRDM10	PR domain containing 10	v4 only	CC:3		KIAA1231, PFM7, MGC131802
PRDM11	PR domain containing 11	v4 only	CC:3		PFM8
PRDM12	PR domain containing 12	v4 only	CC:3		
PRDM13	PR domain containing 13	v4 only	CC:3		
PRDM14	PR domain containing 14	v4 only	CC:3		
PRDM15	PR domain containing 15	v4 only	CC:3	ZNF298, C21orf83	
PRDM16	PR domain containing 16	v4 only	CC:3		MEL1, PFM13, KIAA1675, MGC166915
PRDM5	PR domain containing 5	v4 only	CC:3		PFM2
PRDM6	PR domain containing 6	v4 only	CC:3		
PRDM7	PR domain containing 7	v4 only	CC:3		ZNF910
PRDM8	PR domain containing 8	v4 only	CC:3		
PRDM9	PR domain containing 9	v4 only	CC:3	MSBP3	PFM6, ZNF899
PREB	prolactin regulatory element binding	v4 only	CC:3		SEC12
PRR7	proline rich 7 (synaptic)	v4 only	CC:3		MGC10772
PSIP1	PC4 and SFRS1 interacting protein 1	v4 only	CC:3	PSIP2	p52, LEDGF, p75
PSMC2	proteasome (prosome, macropain) 26S subunit, ATPase, 2	v4 only	CC:3		MSS1, S7, Nbla10058
PSMC3	proteasome (prosome, macropain) 26S subunit, ATPase, 3	v4 only	CC:3		TBP1, TBP-1
PSMC5	proteasome (prosome, macropain) 26S subunit, ATPase, 5	v4 only	CC:3		SUG1, p45/SUG, TBP10, p45, S8, TRIP1, SUG-1
PSMG4	proteasome (prosome, macropain) assembly chaperone 4	v4 only	CC:3	C6orf86	PAC4
PTTG1IP	pituitary tumor-transforming 1 interacting protein	v4 only	CC:3	C21orf3, C21orf1	PBF
RAC3	ras-related C3 botulinum toxin substrate 3 (rho family, small GTP binding protein Rac3)	v4 only	CC:3		
RAN	RAN, member RAS oncogene family	v4 only	CC:3		ARA24, TC4, Gsp1
RASSF7	Ras association (RalGDS/AF-6) domain family (N-terminal) member 7	v4 only	CC:3	C11orf13	HRC1, HRAS1
RBAK	RB-associated KRAB zinc finger	v4 only	CC:3		ZNF769
RBBP5	retinoblastoma binding protein 5	v4 only	CC:3		RBQ3, SWD1
RBBP9	retinoblastoma binding protein 9	v4 only	CC:3		Bog
RBL1	retinoblastoma-like 1 (p107)	v4 only	CC:3		p107, cp107, PRB1
RBL2	retinoblastoma-like 2 (p130)	v4 only	CC:3		Rb2, p130
RBP1	retinol binding protein 1, cellular	v4 only	CC:3		CRABP-I, CRBP1, CRBP, RBPC, CRBPI
RCOR1	REST corepressor 1	v4 only	CC:3	RCOR	COREST, KIAA0071
RCOR3	REST corepressor 3	v4 only	CC:3		FLJ10876
REV3L	REV3-like, catalytic subunit of DNA polymerase zeta (yeast)	v4 only	CC:3		POLZ
RFPL3	ret finger protein-like 3	v4 only	CC:3		
RFX2	regulatory factor X, 2 (influences HLA class II expression)	v4 only	CC:3		FLJ14226
RFX4	regulatory factor X, 4 (influences HLA class II expression)	v4 only	CC:3		
RIMS3	regulating synaptic membrane exocytosis 3	v4 only	CC:3		RIM3, NIM3
RIN3	Ras and Rab interactor 3	v4 only	CC:3		FLJ22439
RING1	ring finger protein 1	v4 only	CC:3		RNF1
RNF10	ring finger protein 10	v4 only	CC:3		KIAA0262, RIE2
RNF113A	ring finger protein 113A	v4 only	CC:3	ZNF183	RNF113, Cwc24
RNF113B	ring finger protein 113B	v4 only	CC:3	ZNF183L1	RNF161
RNF13	ring finger protein 13	v4 only	CC:3		RZF
RNF135	ring finger protein 135	v4 only	CC:3		MGC13061
RNF14	ring finger protein 14	v4 only	CC:3		ARA54, HFB30, TRIAD2
RNF141	ring finger protein 141	v4 only	CC:3		ZFP26, ZNF230
RNF2	ring finger protein 2	v4 only	CC:3		BAP-1, BAP1, DING, HIPI3, RING1B, RING2
RNF20	ring finger protein 20	v4 only	CC:3		FLJ20382, FLJ11189, KAIA2779, BRE1A, hBRE1, BRE1
RNF24	ring finger protein 24	v4 only	CC:3		G1L
RNF31	ring finger protein 31	v4 only	CC:3		ZIBRA, FLJ10111, FLJ23501
RNF41	ring finger protein 41	v4 only	CC:3		SBBI03
RNF8	ring finger protein 8	v4 only	CC:3		KIAA0646
ROR1	receptor tyrosine kinase-like orphan receptor 1	v4 only	CC:3	NTRKR1	
RREB1	ras responsive element binding protein 1	v4 only	CC:3		HNT
RSF1	remodeling and spacing factor 1	v4 only	CC:3	HBXAP	XAP8, RSF-1, p325
RUFY3	RUN and FYVE domain containing 3	v4 only	CC:3		RIPx, KIAA0871, Singar1
RUNDC2A	RUN domain containing 2A	v4 only	CC:3	NA	NA
RYBP	RING1 and YY1 binding protein	v4 only	CC:3		YEAF1, AAP1, DEDAF
SAFB	scaffold attachment factor B	v4 only	CC:3		HET, SAFB1
SALL3	sal-like 3 (Drosophila)	v4 only	CC:3		ZNF796
SALL4	sal-like 4 (Drosophila)	v4 only	CC:3		dJ1112F19.1, ZNF797
SAMD4B	sterile alpha motif domain containing 4B	v4 only	CC:3		FLJ10211, MGC99832, SMGB, hSmaug2
SAP18	Sin3A-associated protein, 18kDa	v4 only	CC:3		SAP18p, 2HOR0202, MGC27131
SAP30	Sin3A-associated protein, 30kDa	v4 only	CC:3		
SAP30BP	SAP30 binding protein	v4 only	CC:3		HCNGP, HTRG, HTRP
SART3	squamous cell carcinoma antigen recognized by T cells 3	v4 only	CC:3		KIAA0156, RP11-13G14
SBNO2	strawberry notch homolog 2 (Drosophila)	v4 only	CC:3	KIAA0963	FLJ00173, Stno, Sno
SCML4	sex comb on midleg-like 4 (Drosophila)	v4 only	CC:3		dJ47M23.1
SEC14L2	SEC14-like 2 (S. cerevisiae)	v4 only	CC:3	C22orf6	TAP, SPF, KIAA1186, KIAA1658
SERTAD1	SERTA domain containing 1	v4 only	CC:3		SEI1, TRIP-Br1
SERTAD2	SERTA domain containing 2	v4 only	CC:3		TRIP-Br2, KIAA0127, Sei-2
SERTAD3	SERTA domain containing 3	v4 only	CC:3		RBT1
SETBP1	SET binding protein 1	v4 only	CC:3		SEB, KIAA0437
SETD1A	SET domain containing 1A	v4 only	CC:3		KIAA0339, Set1, KMT2F
SETD1B	SET domain containing 1B	v4 only	CC:3		KIAA1076, Set1B, KMT2G
SETD4	SET domain containing 4	v4 only	CC:3	C21orf27, C21orf18	
SETDB1	SET domain, bifurcated 1	v4 only	CC:3		KG1T, KIAA0067, ESET, KMT1E
SFRS2	splicing factor, arginine/serine-rich 2	v4 only	CC:3	NA	NA
SIAH1	seven in absentia homolog 1 (Drosophila)	v4 only	CC:3		hSIAH1
SIAH2	seven in absentia homolog 2 (Drosophila)	v4 only	CC:3		
SIN3B	SIN3 homolog B, transcription regulator (yeast)	v4 only	CC:3		KIAA0700
SKIL	SKI-like oncogene	v4 only	CC:3		SNO, SnoN, SnoA
SMARCA1	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 1	v4 only	CC:3	SNF2L1, SNF2L	SNF2LB, NURF140, ISWI, SWI
SMARCA2	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 2	v4 only	CC:3	SNF2L2	BAF190, hSNF2a, hBRM, Sth1p, SNF2LA, BRM, SNF2, SWI2
SMARCA4	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 4	v4 only	CC:3	SNF2L4	hSNF2b, BRG1, BAF190, SNF2, SWI2, SNF2-BETA, SNF2LB, FLJ39786
SMARCAD1	SWI/SNF-related, matrix-associated actin-dependent regulator of chromatin, subfamily a, containing DEAD/H box 1	v4 only	CC:3		ETL1, DKFZP762K2015, KIAA1122, DKFZp762K2015
SMARCAL1	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a-like 1	v4 only	CC:3		HHARP, HARP
SMARCB1	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily b, member 1	v4 only	CC:3	SNF5L1	BAF47, Ini1, Snr1, hSNFS, Sfh1p, RDT
SMARCC1	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily c, member 1	v4 only	CC:3		BAF155, SRG3, Rsc8, CRACC1
SMARCC2	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily c, member 2	v4 only	CC:3		BAF170, Rsc8, CRACC2
SMARCD1	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily d, member 1	v4 only	CC:3		BAF60A, Rsc6p, CRACD1
SMARCD2	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily d, member 2	v4 only	CC:3		BAF60B, Rsc6p, CRACD2, PRO2451
SMARCE1	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily e, member 1	v4 only	CC:3		BAF57
SMYD5	SMYD family member 5	v4 only	CC:3	RAI15	RRG1, NN8-4AG, ZMYND23
SNAI1	snail homolog 1 (Drosophila)	v4 only	CC:3		SNA, SLUGH2, SNAH, SNAIL1, SNAIL
SNAI2	snail homolog 2 (Drosophila)	v4 only	CC:3	SLUG	SLUGH1, SNAIL2
SNAPC1	small nuclear RNA activating complex, polypeptide 1, 43kDa	v4 only	CC:3		SNAP43, PTFgamma
SND1	staphylococcal nuclease and tudor domain containing 1	v4 only	CC:3		TDRD11, p100
SNRPD1	small nuclear ribonucleoprotein D1 polypeptide 16kDa	v4 only	CC:3	SNRPD	HsT2456, Sm-D1
SNW1	SNW domain containing 1	v4 only	CC:3	SKIIP	NCoA-62, SKIP, Prp45, PRPF45, Bx42
SOX14	SRY (sex determining region Y)-box 14	v4 only	CC:3		SOX28
SOX17	SRY (sex determining region Y)-box 17	v4 only	CC:3		
SOX3	SRY (sex determining region Y)-box 3	v4 only	CC:3	PHP	
SP100	SP100 nuclear antigen	v4 only	CC:3		
SPEN	spen homolog, transcriptional regulator (Drosophila)	v4 only	CC:3		KIAA0929, MINT, SHARP, RBM15C
SRA1	steroid receptor RNA activator 1	v4 only	CC:3		SRA, STRAA1
SRCAP	Snf2-related CREBBP activator protein	v4 only	CC:3		KIAA0309, EAF1, SWR1, DOMO1
SRXN1	sulfiredoxin 1 homolog (S. cerevisiae)	v4 only	CC:3	C20orf139	Npn3, SRX1, YKL086W, dJ850E9.2
SSRP1	structure specific recognition protein 1	v4 only	CC:3		FACT80
SSX1	synovial sarcoma, X breakpoint 1	v4 only	CC:3		CT5.1
SSX2	synovial sarcoma, X breakpoint 2	v4 only	CC:3	SSX	HOM-MEL-40, HD21, MGC3884, MGC15364, MGC119055, CT5.2a
SSX3	synovial sarcoma, X breakpoint 3	v4 only	CC:3		CT5.3
SSX4	synovial sarcoma, X breakpoint 4	v4 only	CC:3		CT5.4
SSX5	synovial sarcoma, X breakpoint 5	v4 only	CC:3		
SSX6	synovial sarcoma, X breakpoint 6 (pseudogene)	v4 only	CC:3	SSXP2	psiSSX2
SSX8	synovial sarcoma, X breakpoint 8	v4 only	CC:3		
SSX9	synovial sarcoma, X breakpoint 9	v4 only	CC:3		
STON1-GTF2A1L	STON1-GTF2A1L readthrough	v4 only	CC:3		SALF
SUB1	SUB1 homolog (S. cerevisiae)	v4 only	CC:3		PC4, p15, p14
SUFU	suppressor of fused homolog (Drosophila)	v4 only	CC:3		SUFUH, SUFUXL, PRO1280
SUPT16H	suppressor of Ty 16 homolog (S. cerevisiae)	v4 only	CC:3		FACT, FACTP140, SPT16/CDC68, FLJ14010, FLJ10857, CDC68
SUPT5H	suppressor of Ty 5 homolog (S. cerevisiae)	v4 only	CC:3		SPT5H, SPT5, FLJ34157
SUV39H1	suppressor of variegation 3-9 homolog 1 (Drosophila)	v4 only	CC:3	SUV39H	KMT1A
SUV420H1	suppressor of variegation 4-20 homolog 1 (Drosophila)	v4 only	CC:3		CGI-85, KMT5B
TAF1	TAF1 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 250kDa	v4 only	CC:3	TAF2A, BA2R, CCG1, CCGS, DYT3	NSCL2, TAFII250, KAT4, DYT3/TAF1
TAF11	TAF11 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 28kDa	v4 only	CC:3	TAF2I	TAFII28
TAF15	TAF15 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 68kDa	v4 only	CC:3	TAF2N	hTAFII68, RBP56, Npl3
TAF1L	TAF1 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 210kDa-like	v4 only	CC:3		
TAF2	TAF2 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 150kDa	v4 only	CC:3	TAF2B	TAFII150, CIF150
TAF3	TAF3 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 140kDa	v4 only	CC:3		TAF140, TAFII140
TAF7L	TAF7-like RNA polymerase II, TATA box binding protein (TBP)-associated factor, 50kDa	v4 only	CC:3	TAF2Q	CT40
TAF8	TAF8 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 43kDa	v4 only	CC:3	TBN	FLJ32821, TAF(II)43
TAF9	TAF9 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 32kDa	v4 only	CC:3	TAF2G	TAFII31, TAFII32, TAFIID32, MGC5067, CGI-137, MGC1603, MGC3647, CINAP, AD-004, AK6
TAL2	T-cell acute lymphocytic leukemia 2	v4 only	CC:3		bHLHa19
TAS1R1	taste receptor, type 1, member 1	v4 only	CC:3	GPR70	T1R1, TR1
TBC1D10B	TBC1 domain family, member 10B	v4 only	CC:3		DKFZP434P1750, Rab27A-GAPbeta, FLJ13130
TBL1Y	transducin (beta)-like 1, Y-linked	v4 only	CC:3		TBL1
TCEA1	transcription elongation factor A (SII), 1	v4 only	CC:3	TCEA, GTF2S	SII, TF2S, TFIIS
TGFB1	transforming growth factor, beta 1	v4 only	CC:3	TGFB, DPD1	CED, TGFbeta
TGFB1I1	transforming growth factor beta 1 induced transcript 1	v4 only	CC:3		Hic-5, TSC-5, ARA55, HIC-5
THRAP3	thyroid hormone receptor associated protein 3	v4 only	CC:3		TRAP150
TIMELESS	timeless homolog (Drosophila)	v4 only	CC:3		hTIM, TIM, TIM1
TNRC6A	trinucleotide repeat containing 6A	v4 only	CC:3	TNRC6	CAGH26, KIAA1460, GW182
TOE1	target of EGR1, member 1 (nuclear)	v4 only	CC:3		
TOX	thymocyte selection-associated high mobility group box	v4 only	CC:3		KIAA0808, TOX1
TP53BP1	tumor protein p53 binding protein 1	v4 only	CC:3		53BP1, p202
TP53BP2	tumor protein p53 binding protein, 2	v4 only	CC:3		PPP1R13A, ASPP2, 53BP2
TP53I13	tumor protein p53 inducible protein 13	v4 only	CC:3		DSCP1
TRIB3	tribbles homolog 3 (Drosophila)	v4 only	CC:3	C20orf97	dJ1103G7.3, TRB3
TRIM10	tripartite motif-containing 10	v4 only	CC:3	RNF9	RFB30, HERF1
TRIM14	tripartite motif-containing 14	v4 only	CC:3		KIAA0129
TRIM15	tripartite motif-containing 15	v4 only	CC:3	ZNF178	ZNFB7, RNF93
TRIM16	tripartite motif-containing 16	v4 only	CC:3		EBBP
TRIM17	tripartite motif-containing 17	v4 only	CC:3	RNF16	terf, RBCC
TRIM21	tripartite motif-containing 21	v4 only	CC:3	SSA1	RNF81, RO52
TRIM24	tripartite motif-containing 24	v4 only	CC:3	TIF1	hTIF1, Tif1a, RNF82, TIF1A
TRIM26	tripartite motif-containing 26	v4 only	CC:3	ZNF173	RNF95
TRIM3	tripartite motif-containing 3	v4 only	CC:3	RNF22	HAC1, BERP, RNF97
TRIM31	tripartite motif-containing 31	v4 only	CC:3		RNF, HCGI, C6orf13, HCG1
TRIM32	tripartite motif-containing 32	v4 only	CC:3	LGMD2H	HT2A, TATIP, BBS11
TRIM33	tripartite motif-containing 33	v4 only	CC:3		TIF1GAMMA, FLJ11429, KIAA1113, TIFGAMMA, RFG7, TF1G, TIF1G, PTC7
TRIM34	tripartite motif-containing 34	v4 only	CC:3	RNF21	
TRIM35	tripartite motif-containing 35	v4 only	CC:3		KIAA1098, MAIR, HLS5
TRIM39	tripartite motif-containing 39	v4 only	CC:3	RNF23	
TRIM4	tripartite motif-containing 4	v4 only	CC:3		RNF87
TRIM40	tripartite motif-containing 40	v4 only	CC:3		RNF35
TRIM41	tripartite motif-containing 41	v4 only	CC:3		MGC1127, RINCK
TRIM47	tripartite motif-containing 47	v4 only	CC:3		GOA, RNF100
TRIM48	tripartite motif-containing 48	v4 only	CC:3		RNF101
TRIM49	tripartite motif-containing 49	v4 only	CC:3	RNF18	
TRIM5	tripartite motif-containing 5	v4 only	CC:3		RNF88, TRIM5alpha
TRIM52	tripartite motif-containing 52	v4 only	CC:3		RNF102
TRIM56	tripartite motif-containing 56	v4 only	CC:3		RNF109
TRIM58	tripartite motif-containing 58	v4 only	CC:3		BIA2
TRIM62	tripartite motif-containing 62	v4 only	CC:3		FLJ10759, DEAR1
TRIM65	tripartite motif-containing 65	v4 only	CC:3		
TRIM66	tripartite motif-containing 66	v4 only	CC:3	C11orf29	KIAA0298, TIF1D
TRIM68	tripartite motif-containing 68	v4 only	CC:3	RNF137	SS-56, FLJ10369
TRIM72	tripartite motif-containing 72	v4 only	CC:3		
TRIM8	tripartite motif-containing 8	v4 only	CC:3	RNF27	GERP
TRIM9	tripartite motif-containing 9	v4 only	CC:3		SPRING, RNF91
TRIOBP	TRIO and F-actin binding protein	v4 only	CC:3	DFNB28	HRIHFB2122, KIAA1662, Tara
TRIP10	thyroid hormone receptor interactor 10	v4 only	CC:3	STOT	STP, HSTP, CIP4
TRIP11	thyroid hormone receptor interactor 11	v4 only	CC:3		CEV14, Trip230, GMAP-210
TRIP13	thyroid hormone receptor interactor 13	v4 only	CC:3		16E1BP
TRIP4	thyroid hormone receptor interactor 4	v4 only	CC:3		HsT17391
TRIP6	thyroid hormone receptor interactor 6	v4 only	CC:3		ZRP-1, OIP1, MGC10556, MGC10558, MGC29959, MGC3837, MGC4423
TRMT1	TRM1 tRNA methyltransferase 1 homolog (S. cerevisiae)	v4 only	CC:3		FLJ20244
TSG101	tumor susceptibility gene 101	v4 only	CC:3	TSG10	VPS23
TTLL4	tubulin tyrosine ligase-like family, member 4	v4 only	CC:3		KIAA0173
TTLL5	tubulin tyrosine ligase-like family, member 5	v4 only	CC:3	KIAA0998	
TTRAP	TRAF and TNF receptor associated protein	v4 only	CC:3	NA	NA
TUB	tubby homolog (mouse)	v4 only	CC:3		rd5
TULP1	tubby like protein 1	v4 only	CC:3	RP14	TUBL1
TULP2	tubby like protein 2	v4 only	CC:3		TUBL2, CT65
TWIST1	twist homolog 1 (Drosophila)	v4 only	CC:3	ACS3, BPES3, TWIST	SCS, H-twist, BPES2, bHLHa38
UBE2K	ubiquitin-conjugating enzyme E2K (UBC1 homolog, yeast)	v4 only	CC:3	HIP2	HYPG, UBC1
UBE2V1	ubiquitin-conjugating enzyme E2 variant 1	v4 only	CC:3	UBE2V	UEV-1, CROC-1, UEV1A, CROC1
UHRF2	ubiquitin-like with PHD and ring finger domains 2	v4 only	CC:3		RNF107, NIRF, URF2, MGC33463
ULK2	unc-51-like kinase 2 (C. elegans)	v4 only	CC:3		KIAA0623, Unc51.2, ATG1B
VENTXP7	VENT homeobox (Xenopus laevis) pseudogene 7	v4 only	CC:3	VENTX1	HPX42
VGLL1	vestigial like 1 (Drosophila)	v4 only	CC:3		TONDU, TDU
VPS24	vacuolar protein sorting 24 homolog (S. cerevisiae)	v4 only	CC:3	NA	NA
WBP5	WW domain binding protein 5	v4 only	CC:3		DKFZp313K1940, TCEAL9
WDR45L	WDR45-like	v4 only	CC:3		WIPI3
WDR60	WD repeat domain 60	v4 only	CC:3		FLJ10300
WHSC1	Wolf-Hirschhorn syndrome candidate 1	v4 only	CC:3		MMSET, NSD2
WWTR1	WW domain containing transcription regulator 1	v4 only	CC:3		TAZ, DKFZp586I1419
YAF2	YY1 associated factor 2	v4 only	CC:3		
YAP1	Yes-associated protein 1, 65kDa	v4 only	CC:3		YAP65
YBX2	Y box binding protein 2	v4 only	CC:3		MSY2, CSDA3
YWHAH	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, eta polypeptide	v4 only	CC:3	YWHA1	
ZAR1	zygote arrest 1	v4 only	CC:3		
ZBTB1	zinc finger and BTB domain containing 1	v4 only	CC:3		KIAA0997, ZNF909
ZBTB11	zinc finger and BTB domain containing 11	v4 only	CC:3		ZNF-U69274, ZNF913
ZBTB2	zinc finger and BTB domain containing 2	v4 only	CC:3		KIAA1483, ZNF437, bA351K16.2
ZBTB20	zinc finger and BTB domain containing 20	v4 only	CC:3	ZNF288	ODA-8S, DKFZp566F123, DPZF
ZBTB22	zinc finger and BTB domain containing 22	v4 only	CC:3	ZNF297	BING1, ZNF297A, fruitless, fru, ZBTB22A
ZBTB24	zinc finger and BTB domain containing 24	v4 only	CC:3	ZNF450	KIAA0441, BIF1, PATZ2
ZBTB26	zinc finger and BTB domain containing 26	v4 only	CC:3	ZNF481	
ZBTB32	zinc finger and BTB domain containing 32	v4 only	CC:3		TZFP, FAZF, FAXF, Rog, ZNF538
ZBTB33	zinc finger and BTB domain containing 33	v4 only	CC:3		ZNF-kaiso, kaiso, WUGSC:H_DJ525N14.1, KAISO, ZNF348
ZBTB37	zinc finger and BTB domain containing 37	v4 only	CC:3		MGC2629, ZNF908
ZBTB39	zinc finger and BTB domain containing 39	v4 only	CC:3		KIAA0352, ZNF922
ZBTB4	zinc finger and BTB domain containing 4	v4 only	CC:3		KIAA1538, KAISO-L1, ZNF903
ZBTB40	zinc finger and BTB domain containing 40	v4 only	CC:3		KIAA0478, ZNF923
ZBTB43	zinc finger and BTB domain containing 43	v4 only	CC:3	ZNF297B	KIAA0414, ZNF-X, FLJ22470, ZBTB22B
ZBTB7A	zinc finger and BTB domain containing 7A	v4 only	CC:3	ZBTB7	FBI-1, LRF, DKFZp547O146, pokemon, ZNF857A
ZDHHC1	zinc finger, DHHC-type containing 1	v4 only	CC:3	C16orf1	HSU90653, ZNF377
ZDHHC17	zinc finger, DHHC-type containing 17	v4 only	CC:3		HIP14, HYPH, KIAA0946
ZFAND3	zinc finger, AN1-type domain 3	v4 only	CC:3	TEX27	FLJ13222
ZFP1	zinc finger protein 1 homolog (mouse)	v4 only	CC:3		FLJ34243, ZNF475
ZFP106	zinc finger protein 106 homolog (mouse)	v4 only	CC:3	SH3BP3	ZNF474
ZFP161	zinc finger protein 161 homolog (mouse)	v4 only	CC:3		ZNF478, ZBTB14
ZFP28	zinc finger protein 28 homolog (mouse)	v4 only	CC:3		KIAA1431, mkr5
ZFP3	zinc finger protein 3 homolog (mouse)	v4 only	CC:3		FLJ30726, ZNF752
ZFP30	zinc finger protein 30 homolog (mouse)	v4 only	CC:3		ZNF745, KIAA0961
ZFP36	zinc finger protein 36, C3H type, homolog (mouse)	v4 only	CC:3		RNF162A, TIS11, G0S24, TTP, NUP475
ZFP64	zinc finger protein 64 homolog (mouse)	v4 only	CC:3	ZNF338	FLJ10734, dJ831D17.1, FLJ12628, dJ548G19.1
ZFP91	zinc finger protein 91 homolog (mouse)	v4 only	CC:3		PZF, ZNF757
ZFPL1	zinc finger protein-like 1	v4 only	CC:3		D11S750, MCG4
ZFPM1	zinc finger protein, multitype 1	v4 only	CC:3		FOG1, FOG, ZNF89A
ZFR	zinc finger RNA binding protein	v4 only	CC:3		ZFR1
ZFX	zinc finger protein, X-linked	v4 only	CC:3		ZNF926
ZFY	zinc finger protein, Y-linked	v4 only	CC:3		ZNF911
ZIC2	Zic family member 2 (odd-paired homolog, Drosophila)	v4 only	CC:3		HPE5
ZIC4	Zic family member 4	v4 only	CC:3		
ZIC5	Zic family member 5 (odd-paired homolog, Drosophila)	v4 only	CC:3		
