#symbol	mEpi_Sorted_d0	mEpi_d1	mEpi_d2	mEpi_d3	mEpi_d4	mEpi_d5	mEpi_d6	mEpi_d7	mEpi_d8	mEpi_d10	mEpi_d12	mEpi_d14	mEpi_d16	mEpi_d18	mEpi_d20	mEpi_d21
Eif4b	612.77	538.92	549.89	763.1	483.56	471.19	404.58	359.73	220.18	285.48	251.69	287.27	294.04	247.63	266.77	273.79
Eif4e	273.22	360.85	339.12	448.07	265.42	236.77	217.16	237.96	225.44	329.76	282.3	293.02	246.91	211.15	179.08	147.22
Eif4e1b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eif4e2	142.2	105.59	99.03	107.73	129.5	118.21	131.75	145.93	137.56	96.09	169.61	104.15	100.71	94.19	85.81	84.51
Eif4e3	3.32	1.07	4.08	8.02	12.87	12.57	12.46	9.05	9.73	10.02	2.98	2.77	9.22	3.52	4.84	7.77
Eif4ebp1	189.41	290.46	328.03	242.35	183.8	149.75	73.93	5.93	0	7.82	21.66	17.89	11.47	4.58	28.63	34.07
Eif4ebp2	122.6	151.34	155.63	171.93	111.79	123.87	116.95	102.57	73.02	62.33	47.05	34.82	26.64	30.22	20.53	34.08
Eif4ebp3	3.45	8.61	1.23	3.08	19.09	3.95	10.34	10.51	0	17.33	4.11	0	0	0	10.66	0
Eif4enif1	108.01	97	120.54	84.69	89.48	88.39	78.46	78.4	51.45	54.22	60.62	54.84	45.1	46.91	41.16	31.94
Eif4g1	655.31	697.42	608.97	463.73	520.17	486.66	397.9	328.02	222.36	303.09	255.1	243.09	229.34	255.69	227.56	246.69
Eif4g2	898.61	1238.32	1139.67	1068.89	1307.44	1332.28	1510.61	1602.76	1644.86	1449.25	1244.45	1021.11	908.44	779.14	661.46	699.22
Eif4g3	146.99	104.83	105.79	74.93	105.16	122.2	136.49	138.5	61.13	131.48	132.98	94.77	90.11	107.48	101.08	101
Eif4h	446.75	539.41	545.83	448.31	452.34	451.41	394.46	396.37	335.21	372.64	302.74	312.55	299.73	283.12	260.64	234.65
Eif5	332.58	427.2	509.23	607.49	544.3	458.17	569.01	508.05	596.91	391.26	345.12	333.33	259.54	271.46	231.32	249.14
Eif5a	1107.68	1699.69	1335.47	1417.48	845.7	810.83	686.75	551.64	553.5	492.6	449.73	485.43	474.43	440.37	338.37	373.3
Eif5a2	34.49	50.97	38.63	60.76	35.04	29.03	31.23	34.14	42.27	40.93	41.42	41.93	31.79	34.43	30.88	25.22
Eif5b	71.56	59.51	74.74	53.82	64.47	55.07	52.7	36.88	32.53	34.52	34.41	31.39	31.59	33.97	22.98	32.24
Eif6	74.01	121.15	83.88	71.17	76.97	58.51	42.89	42.94	32.78	28.74	47.14	42.53	58.16	39.22	57.92	51.77
Elac1	11.73	12.17	14.66	24.45	12.59	11.7	13.05	10.9	10.45	11.86	8.38	11.82	15.33	21.1	16.84	18.33
Elac2	33.75	50.27	47.32	37.97	39.35	38	33.89	29.96	19.61	27.26	12.93	18.7	18.09	12.45	14.76	14.09
Elane	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Elavl1	59.67	85.34	91.58	78.15	77.95	84.7	109.12	103.8	82.56	86.39	86.02	68.65	43.5	42.21	32.66	39.01
Elavl2	17.2	15.55	16.11	14.91	46.75	71.58	150.01	172.49	230.46	310.92	247.94	195.56	162.92	148.76	118.69	108.8
Elavl3	1.23	5.13	2.83	3.68	34.61	76.84	155.14	199.41	126.09	256.47	238.66	156.28	126.01	149.26	99.15	80.64
Elavl4	4.35	4.5	17.22	34.45	167.72	234.45	492.41	459.25	558.82	438.84	357.51	248.22	214.26	167.43	129.5	107.45
Elf1	9.12	6.61	10.83	12.04	14.67	16.37	4.77	17.84	7.19	5.99	9.6	17.18	15.24	8.79	14.94	8.54
Elf2	72.01	82.05	101.46	115.52	85.98	80.41	88.19	118.25	88.56	70.17	56.81	61.79	54.59	52.99	51.22	48.77
Elf3	0.42	3.14	0	3.93	1.39	0	0	0	0	0	0	0	0	0	0	0
Elf4	5.12	4.1	1.52	1.91	4.09	4.89	12.58	3.9	2.83	0.21	0.25	2.7	1.03	1.21	1.13	2.27
Elf5	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4	0.5	0.93
Elfn1	0.44	0.47	1.63	2.05	3.38	4.35	4.25	10.23	5.21	10.85	15.6	15.03	13.41	15.94	17.32	8.85
Elfn2	1.39	0	0	0.23	1.52	1.97	4.12	7.26	2.74	13.46	31.93	17.46	14.28	16.92	20.91	17.32
Elk1	26.96	14.18	16.98	22.48	15.52	27.89	34.08	33.86	25.88	29.95	21.93	34.53	28.84	24.79	23.13	19.66
Elk3	13.83	7.19	3.59	3.71	7.22	4.76	2.07	1.36	2.1	4.77	3.18	6.13	4.29	5.85	3.93	9
Elk4	28.74	14.22	18.27	11.46	36.02	40.31	39.18	18.46	11.04	21.48	15.72	32.34	26.64	22.15	26.42	29.23
Ell	8.65	8.1	14.16	15.23	13.47	11.47	9.73	12.36	12.21	8.56	7.74	8.86	10.43	11.46	8.24	12.98
Ell2	61.29	37.58	27.96	29.89	14.17	13.26	19.6	5.6	7.46	12.75	15.8	21.58	11.02	8.95	14.53	13.5
Ell3	2.51	1.61	0	0	0	0.58	0	0	0	0	0	0	0	0	0	0
Elmo1	28.19	7.97	5.1	8.39	7.76	8.89	28.39	33.27	25.55	61.36	52.26	43.79	27.51	33.49	22.9	19.27
Elmo2	16.39	26.57	29.22	33.97	50.26	35.67	36.44	40.66	40.89	49.83	44.87	53.3	48.06	49.18	41.39	50.25
Elmo3	0	1.17	2.62	1.46	0.6	0.31	2.04	0.62	0	0	1.95	0.94	0.99	4.04	0.36	3.02
Elmod1	0	0	0.34	2.15	3.19	7.35	9.14	22.36	63.47	97.18	90.05	69.1	64.86	64.57	65.39	71.45
Elmod2	13.26	15.32	21.35	28.69	12.92	19.27	17.24	22.03	42.52	54.66	34.82	44.2	37.96	29.74	34.42	29.39
Elmod3	5.13	2.11	5.48	3.7	7.86	7.69	11.24	13.08	4.19	7	7.76	9.33	18.08	18.44	24.58	20.95
Elmsan1	31.27	21.21	32.4	21.63	23.18	16.39	14.73	19.26	5.64	21.76	10.38	14.84	13.31	10.52	10.44	18.81
Eln	0.97	0.35	1.38	0.43	7.88	7.79	4.85	4.81	5.59	7.31	19.67	56.31	62.8	71.98	53.54	175.97
Elof1	23.33	44.74	30.94	48.53	47.19	38.74	47.05	59.76	80.14	60.63	53.23	49.91	63.05	86.95	66.04	97.16
Elovl1	18.38	21.14	30.97	10.97	12.3	10.62	17.24	6.45	16.79	0	7.98	12.82	8.97	10	7.16	23.77
Elovl2	3.35	11.72	38.57	54.56	61.13	61.02	67.4	73.06	61.18	67.08	71.18	45.09	41.52	31.75	31.87	31.1
Elovl3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Elovl4	6.95	22.9	39.21	40.63	25.23	39.21	64.21	74.68	85.32	130.78	177.06	145.69	136.12	161.4	143.21	128.39
Elovl5	221.17	329.64	439.46	406.78	248.2	200.28	194.43	161.21	124.78	172.38	290.39	275.33	302.54	278.91	264.86	258.94
Elovl6	93.72	126.06	182.93	122.4	97.1	84.07	86.83	66.39	56.4	76.21	91.47	76.44	55.74	62.58	45.86	45.55
Elovl7	7.13	3.26	2.01	5.43	0.35	0.54	1.99	0.41	1.63	3.21	5.25	5.37	6.02	6.32	10.33	4.95
Elp2	158.65	204.58	215.24	263.66	162.36	169.91	214.59	197.76	120.88	139.45	121	133.12	119.85	116.42	110.59	110.91
Elp3	118.36	134.32	133.37	149.79	113.76	131.09	122.53	139.25	120.8	134.06	107.92	112.96	126.38	127.88	132.27	110.51
Elp4	9.97	13.02	20.35	15.36	10.48	16.35	16.78	18.13	14.86	18.35	15.19	19.08	14.09	18.9	13.84	13.02
Elp5	26.05	45.81	64.93	24.06	56.38	31.86	36.46	43	47.67	47.99	30.02	38.91	57.93	55.2	42.92	37.76
Elp6	8.15	4.8	9.58	12.57	10.38	19.17	14.06	24.23	8.67	16.6	23.34	16.87	23.11	13.83	11.34	23.09
Eltd1	0.2	0.87	3.03	0	0.9	0.23	0	0	0	0	0	0.35	0	0	1.07	0
Emb	939.08	359.82	167.42	187.69	76.45	43	41.77	36.5	11.35	28.89	29.89	63.37	58.66	42.5	47.2	49.82
Emc1	45.82	52.7	48.78	36.61	39.79	44.62	30.01	32.23	22.2	47.48	46.69	56.08	45.75	57.91	41.85	52.5
Emc10	60.57	59.47	72.44	70.31	91.97	70.51	59.66	77.5	87.07	79.74	100.26	92.72	111.21	115.58	122.11	100.66
Emc2	21.69	29.73	30.42	43.63	48.77	36.53	31.52	62.76	64.84	39.86	81.23	58.42	82.56	69.68	61.93	84.27
Emc3	36.98	37.28	39.97	39.9	67.29	57.52	51.64	67.05	84.71	77.55	104.93	117.97	103.04	101.81	126.09	121.92
Emc4	31.07	12	26.74	18.51	38.21	21.77	33.65	38.47	56.18	49.45	41.68	59.51	53.08	53.05	41.14	35.06
Emc6	59.48	95.43	65.58	145.07	63.04	90.7	112.93	51.35	96.26	81.09	79.23	68.72	67.15	58.34	51.95	71.66
Emc7	10.12	6.72	5.97	11.19	11.21	13.62	14.62	17.83	26.12	26.85	28.04	34.06	37.49	34.62	41.18	38.41
Emc8	59.25	106.31	59.08	48.07	56.99	57.69	53.4	52.92	45.15	43.16	35.28	40.2	50.45	67.97	58.85	66.32
Emc9	2.99	2.13	2.13	5.34	9.92	11.42	23.9	7.97	0	9.01	17.81	17.17	54.05	59.11	47.48	35.55
Emcn	0	0	0	0	0	0.74	0	0	0	4.68	3.33	1.11	0	0.34	0	0
Emd	65.33	69.31	60.79	85.47	72.31	56.18	97.19	68.65	95.18	23.83	41.46	53.58	42.57	53.6	50.93	30.48
Eme1	41.59	30.36	28.5	11.01	29.53	33.34	20.52	13.68	5	4.64	0	0	1.24	0	0	0
Eme2	4.97	5.32	1.77	9.64	12.24	17.12	3.32	17.06	8.08	7.5	3.96	15.25	0.67	9.96	5.86	2.72
Emg1	100.8	108.68	77.05	68.12	103.41	97.73	67.59	78.68	53.34	59.3	49.83	25.43	39.53	63.4	36.89	31.27
Emid1	1.31	0	2.33	6.43	9.65	4	1.31	0	0	1.31	2.34	3.01	4.2	4.16	1.73	2.68
Emilin1	20.75	8.32	7.16	6.67	7.42	14.87	0.65	1.24	2.87	7.82	13.53	17.88	25.81	26.8	10.3	37.78
Emilin2	0.64	1.82	46.88	34.55	32.3	15.87	18.53	5.84	0.85	2.25	1.52	1.1	1.03	3.16	1.13	3.41
Emilin3	8.93	1.76	2.51	0.63	1.82	1.62	2.47	1.34	6.24	0	0.84	0	0.85	0	0	1.74
Eml1	46.38	81.12	121.58	98.73	97.91	71.64	48.94	48.1	43.07	29.27	28.42	33.8	40.3	42.68	36.67	37.44
Eml2	24.27	18.48	16.5	19.23	12.62	12.23	7.72	8.41	9.28	15.52	24.99	24.08	42.12	43.64	53.56	68.79
Eml3	30.34	13.83	19.73	17.69	13.43	10.59	19.78	3.32	3.86	2.78	3.3	5.46	4.45	5.03	6.29	15.59
Eml4	229.78	257.65	235.59	215.42	165.91	148.81	136.97	135.78	124.81	128.64	124.89	121.21	97.12	86.5	58.41	62.51
Eml5	28.81	11.12	25.71	14.6	24.73	37.45	42.73	38.08	21.2	15.55	18.15	11.85	8.98	13.18	12.46	10.07
Eml6	0.51	1.1	0.11	0	1.14	4.24	10.17	10.45	4.85	10.53	23.88	15.76	16.35	26.45	18.77	22.38
Emp1	26.09	86.34	64.59	18.52	31.93	51.73	6.44	16.84	84.39	168.42	200.9	207.36	199.11	137.34	111.75	145.81
Emp2	5.46	3.12	10.49	17.31	1.7	1.69	2.91	3.14	0	4.8	23.89	58.51	69.3	86.6	98	84.02
Emp3	5.55	6.03	3.61	6.05	3.6	1.29	0	5.16	0	1.7	0	1.94	2.72	7.17	0	8.12
Emr1	0	1.92	2.75	0.34	1.14	0	0	0	0	0	0	0.89	0.31	1.36	2.04	0
Emr4	0	0	0	0	0	0	0	0.82	0	0	0.43	0	0	0	0	0
Emx1	0	0	0	2.89	0	1.23	4.85	0	0	0	3.85	0	0	2.85	0	0
Emx2	0	2.45	2.75	0	6.34	2.95	1.29	4.58	2.28	7.34	1.54	2.96	0.35	3.34	0	3.17
En1	3.82	7.2	0	0.85	4.46	6.32	10.49	10.66	5.63	6.07	1.9	3.65	2.81	1.35	0	1.57
En2	1	0.18	0	0.45	0	0.57	1.25	11.06	3.33	8.56	5.97	1.15	3.22	1.95	0.44	1.03
Enah	224.74	183.12	254.38	189.26	229.78	263.11	246.17	311.92	201.19	277.05	241.42	231.78	203.56	245.32	203.82	248.64
Enam	0	0	0	0.2	0	0	0	0	0	0	0	0	0	0	0	0
Enc1	56.14	95.13	32.61	14.82	73.98	99.82	134.97	195.9	228.38	327.44	268.9	194.74	165.02	169.18	98.03	102.14
Endod1	10.05	6.37	5.57	6.49	7.83	8.11	2.23	5.53	13.11	20.21	26.97	34.98	31.43	46.95	44.37	47.2
Endog	3.19	3.41	10.21	5.34	11.46	5.48	0	6.37	0	7.21	5.7	9.61	13.45	10.13	13.71	15.69
Endou	0.7	0	0	0	0	0	0	0	0	0	0	1.8	0	0	0	0
Endov	10.3	7.03	8.18	9.33	17.72	21.37	19.85	25.76	28.22	20	11.44	15.1	12.35	9.58	11.4	6.48
Eng	0	1.04	0	0	0.81	0.56	0	0	0	0.37	0	0.42	0.29	0	0.32	0
Engase	10.24	3.29	4.16	2.47	4.54	3.29	3.69	8.43	5.99	3.71	4.76	2.12	5.93	5.21	0.81	1.77
Enho	13.96	7.11	7.81	8.91	33.85	23.63	46.86	60.03	94.49	97.22	86.8	93.97	90.59	97.22	88.03	108.01
Enkd1	20.56	21.99	34.72	29.34	17.62	22.05	28.84	9.1	9.69	10	9.49	5.72	7.2	7.03	15.81	13.88
Enkur	7.75	0.75	0	0	1.56	4.04	0	9.66	0.94	9.68	11.34	49.78	62.01	89.58	126.85	156.07
Eno1	1814.43	2215.81	1833.41	2259.73	1050.16	749.59	532.34	278.47	298.61	481.53	906.73	829.8	1152.11	1063.24	1138.65	962.84
Eno2	1.19	0.32	2.56	0.4	5.3	5.82	18.36	21.11	27.62	58.54	112.36	93.2	126.07	121.23	120.63	120.22
Eno3	9.26	22.29	22.26	55.1	9.61	3.98	1.74	6.62	0.77	2.62	1.02	2	2.09	3.68	6.9	3.56
Eno4	2.6	1.04	0	3.05	0	0.37	2.93	1.12	0	0	0	7.29	6.28	4.83	18.52	13.22
Enoph1	55.12	48.63	53.74	56.04	46.19	40.55	29.15	26.77	37.21	31.02	41.9	47.5	49.3	60.84	67.51	45.03
Enox1	0.72	2.55	4.33	6.71	10.29	16.13	20.74	45.52	21.54	40.8	43.08	18.5	20.42	25.02	17.68	25.83
Enox2	16.62	14.05	12.49	15.37	27.42	41.26	48.27	52.78	63.31	23.05	24.49	29.63	29.67	38.18	33.74	27.45
Enpep	0	0.21	0	0	0.66	0	0	0.46	0	0.3	0	2.75	1.68	0.42	0.79	0.98
Enpp1	0.25	0.92	0.92	0.82	0.27	2.25	0.18	0.56	0	2.77	5.7	14.37	14.63	10.65	12.98	19.16
Enpp2	3.47	10.2	0.93	0.78	0.32	4.97	9.1	28.4	75.19	150.83	118.3	171.89	243.09	175.27	231.25	321.31
Enpp3	105.57	120.85	17.11	15.51	6.57	6.12	10.67	8.81	0	4.47	10.08	7.67	4.65	4.4	5.5	3.29
Enpp4	1.28	0.39	0.2	0.49	3.25	4.39	3.28	5.46	0.48	13.76	12.79	16.99	14.74	15.66	21.75	14.59
Enpp5	3.69	3.35	1.79	7.53	7.43	12.75	21.12	24.28	58.09	82.4	78.88	129.76	122.98	126.58	139.63	110.45
Enpp6	0	0	0	0.73	0	0	0	0	0	0.82	15.59	14.55	13.47	18.18	18.75	12.07
Enpp7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ensa	110.89	75.43	96.93	109.89	165.81	195.3	203.22	253.25	312.5	222.75	233.3	215.7	246.61	239.93	239.56	230.29
ENSMUSG00000064341	3614.11	996.26	703.27	331.84	885.71	1109.8	923.32	1138.67	1370.54	1463.18	1658.1	1547.49	1095.49	1429.92	1205.22	1226.23
ENSMUSG00000064345	1468.43	278.5	202.33	132.42	249.37	388.43	261.97	518.33	472.76	655.92	654.06	690.83	444.93	657.42	491.78	614.89
ENSMUSG00000064351	9800.33	1932.3	1654.08	973.26	1615.94	2202.03	2139	2531.41	3399.69	3901.07	4378.87	3795.54	3325.33	4202.84	4530.18	3919.65
ENSMUSG00000064354	4976.1	1051.57	1043.75	433.79	1053.57	1429.37	1474.5	1638.36	2107.36	2006.01	2595.16	2159.48	2067.34	2587.53	2753.22	2522.26
ENSMUSG00000064356	6536.94	1027.87	1464.02	610.33	1608.35	2277.78	2365.35	2953.64	2455.54	3262.84	4671.44	3186.27	1868.73	2836.02	2612.07	2413.06
ENSMUSG00000064357	3912.1	848.87	854.7	449.28	1041.65	1184.54	1454.78	1530.62	1623.3	1698.64	2343.39	1817.56	1587.6	1909.2	1915.04	1746.04
ENSMUSG00000064358	7431.69	2580.03	2237.53	1772.58	3136.61	3146.94	4455.58	4309.35	6136.92	6042.03	7341.55	6592.79	5346.57	6082.2	6942.13	5395.53
ENSMUSG00000064360	186.48	49.18	79.15	78.77	121.59	99.59	111.1	134.31	359.71	92.42	114.23	167.33	101.66	124.53	135.31	140.26
ENSMUSG00000064363	2318.6	450.47	342.2	131.95	390.41	565.66	590.38	712.44	1040.22	1295.82	1426.81	1306.57	922.94	1267.11	1064.71	1091.01
ENSMUSG00000064367	4218.1	726.38	505.46	218.86	684.57	781.93	958.74	1144.14	1530.74	1568.82	1729.3	1689.04	1328.6	1754.25	1746.25	1847.25
ENSMUSG00000064368	31453.18	5738.04	4464	2207.67	6657.47	11898.89	6997.97	7242.17	5578.96	9834.78	10900.08	11998.57	11383.14	13140.45	13783.85	11396.38
ENSMUSG00000064370	5077.64	924.77	720.08	354.7	922.69	1350.74	1204.72	1571.91	1874.04	2253.93	2477	2082.71	1669.13	2178.73	2059.88	2158.54
ENSMUSG00000065947	13612.69	2535.71	1777.72	719.47	2429.6	3203	3135.06	4192.97	5521.77	6014.23	6301.49	5888.26	3908.39	5078.79	4709.07	5030.41
Enthd1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Enthd2	9.04	3.22	8.69	4.04	6.67	9.33	3.16	5.51	3.6	6.82	3.77	5.72	2.18	3.51	2	2.6
Entpd1	0.2	0.63	1.47	1.32	2.62	4.3	8.58	13.07	15.19	11	16.58	9.52	12.6	15.67	13.06	10.2
Entpd2	0	0	0	0	0.96	1.49	0	0.5	0	0	0.77	14.93	27.68	32.59	25.81	17.06
Entpd3	0	0	0	0.65	0	0	2.18	0.83	0	0.36	3.46	4.59	2.04	3.08	4.49	1.19
Entpd4	15.56	12.17	26.05	33.31	38.55	34.61	34.47	29.19	42.25	45.15	51.91	48.42	52.59	49.19	52.88	56.87
Entpd5	3.35	2.73	6.55	10.05	4.85	6.71	4.52	10.06	12.9	11.66	21.54	27.39	36.17	26.54	42.29	52.82
Entpd6	20.72	18.65	21.44	26.46	11.29	16.22	10.36	27.45	19.23	27.28	32.95	34.02	35.31	46.02	33.98	35.63
Entpd7	9.42	11.43	9.01	6.22	13.69	18.06	20.45	14.62	14.19	22.68	19.36	14.5	7.8	9.39	6.52	11.94
Entpd8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eny2	23.06	32.02	28.31	30.91	28.95	60.03	59.35	64.9	90.98	80.94	66.48	76.52	44.41	56.53	60.14	24.14
Eogt	10.35	9.25	7.85	4.29	8.97	9.28	8.46	6.88	9.25	6.53	13.81	12.38	13.19	12.77	5.23	8.34
Eomes	57.06	21.8	1.25	0.63	16.59	10.74	7.04	6.7	9.96	6.75	10.47	4.45	3.11	0.74	0.62	2.59
Ep300	61.09	63.82	53.01	40.32	50.51	47.1	50.08	55.51	22.94	36.9	36.82	26.65	24.82	25.03	17.21	26.86
Ep400	59.9	32.45	42.59	35.31	46.46	45.56	42.5	44.03	30.13	31.79	30.21	20.19	17.79	19.98	16.46	15.79
Epas1	2.66	0.5	2.34	1.26	1.39	0.73	0.25	0	0	2.83	5.88	12.42	14.54	19.05	19	20.43
Epb4.1	86.64	75.33	107.61	117.18	187.27	224.97	314.08	317.66	187.94	144.21	110.67	47.52	44.39	40.62	23.56	23.49
Epb4.1l1	9.55	8.86	8.14	10.85	7.29	14.29	20.24	30.09	27.31	77.42	95.97	80.15	87.32	90.36	82.05	83.02
Epb4.1l2	108.84	94.85	94.52	55.42	63.81	87.84	34.12	23.53	18.89	41.17	73.26	100.21	126.45	140.26	198.71	198.5
Epb4.1l3	164.63	38.11	57.04	20.16	56.3	80.41	32.43	34.83	48.7	86.94	99.09	124.31	111.06	125.49	113.17	119.9
Epb4.1l4a	31.56	22.66	29.33	23.47	25.6	31.73	40.52	45.46	32.45	38.46	29.77	24.96	16.94	21.07	19.75	14.9
Epb4.1l4b	14.64	5.22	2.47	1.38	6.54	5.89	6.16	3.23	4.09	5.42	6.89	10.18	7.43	8.16	3.06	12.33
Epb4.1l5	54.28	48.72	68.96	57.3	56.22	53.53	40.99	30.24	27.86	33.48	26.36	21.78	24.1	19.77	23	19.16
Epb4.2	3.27	0.22	0.29	0.94	0	0.25	0.92	0.46	4.73	0.6	0.47	1.63	0.75	0	0	0
Epc1	30.16	34.64	67.5	32.22	76.73	79.85	137.19	134.4	100.31	145.03	131.17	113.42	79.93	61.06	59.1	60.93
Epc2	40.93	33.72	34.44	26.83	53.91	58.9	75.97	82.39	60.7	101.21	67.09	54.65	36.95	31.16	28.85	30.07
Epcam	84.57	71.58	3.51	4.4	0.91	1.41	1.85	0	0	4.33	0	0	5.94	9.14	3.26	4.04
Epdr1	9.46	17.99	25.83	41.34	32.58	28.53	12.09	17.22	17.22	34.34	31.34	57.38	57.05	72.04	91.41	84.54
Epg5	7.66	3.14	4.55	2.76	5.89	8.37	5.61	8.74	4.43	6.1	12.02	12.62	7.68	9.29	7.61	15.52
Epgn	0	0	0	0	0	0	0	0.54	0	0	0	0	0	0	0	0
Epha1	39.23	18.53	1.09	2.39	0.56	0.29	0	0	0	0	0.91	0	0.31	0.27	0	0
Epha10	7.44	0.57	3.19	1.2	3.27	8.37	11.51	14.33	18.11	22.86	26.66	16.58	16.61	20.16	23.16	22.28
Epha2	136	35.28	19.1	7.42	17.9	28.31	1.92	0.24	0	2.57	4.19	4.04	9.5	2.93	5.07	3.14
Epha3	2.06	1.1	2.51	1.18	31.22	47.33	78.86	101.4	94.44	54.7	32.84	24.81	10.8	9.96	7.59	13.38
Epha4	20.86	35.67	109.57	72.7	128.54	138.24	111.67	102.6	72.22	75.81	67.95	26.07	23.72	29.87	16.88	18.42
Epha5	0.97	0	1.43	0.78	6.83	20.87	30.2	65.96	65.08	105.98	118.51	80.79	72.35	77.78	82.31	56.73
Epha6	0	0	0	0	0	0	0	0	0	0	0	0	0	0.45	0	0
Epha7	56.86	38.92	109.6	76.54	70.63	47.36	19.2	29.06	15.9	60.41	41.04	43.37	32.39	29.11	15.97	27.99
Epha8	0	0	0.38	0.24	0.39	0.2	0.79	1.21	0	2.93	6.63	2.74	8.51	6.55	2.57	2.17
Ephb1	0.61	9.12	17.57	17.42	58.22	95.93	142.44	225.23	148.33	179.36	155.41	99.38	114.33	97.03	73.41	71.97
Ephb2	12.55	13.53	24.93	24.03	63.06	81.97	98.19	107.93	68.6	84.75	65	52.27	52.76	44.88	36.74	40.5
Ephb3	25.78	9.78	8.29	10.26	11.23	12.78	8.99	9.33	17.18	13.22	15.22	11.96	11.68	11.21	6.59	8.81
Ephb4	38.94	32.82	32.37	24.17	26.16	24.19	18.41	11.18	10.55	7.01	6.52	9.35	6.78	7.19	5.59	8.82
Ephb6	5.31	6.39	2.6	3.56	4.17	5.84	7.97	11.14	11.77	10.35	10.3	18.7	17.89	21.12	13.78	16.08
Ephx1	1.45	16.5	6.18	5.17	7.47	4.97	0	0	0	10.9	9.48	30.74	30.23	57.22	76.6	122.82
Ephx2	4.12	4.84	0	6.07	1.82	4.25	1.23	0	0	1.24	1.47	1.42	10.42	18.32	34.33	24.32
Ephx3	3	0	1.42	1.38	0	0.54	2.03	0.38	0	1.07	1.38	3.69	0.58	0.38	0	1.3
Ephx4	0	0	0	0	0	0	0	1.51	6.13	0.99	0	10.23	3.98	4.89	10.48	13.8
Epm2a	2.03	1.36	1.9	2.38	5.33	4.36	5.33	8.12	6.11	10.33	34.48	23.61	37.32	43.47	41.31	21.87
Epm2aip1	25.69	36.17	42.86	49.33	41.87	44.96	45.21	57.08	69.89	138.59	196.4	137.71	114.87	130.34	98.2	92.55
Epn1	55.05	58.66	45.24	61.16	51.56	67.6	87.7	87.86	80.48	106.42	140.99	118.57	144.55	142.21	147.08	153.56
Epn2	35.04	28.55	32.56	36.08	29.67	26.84	33.53	26.34	34.43	52.87	57.53	55.05	48.06	66.47	53.94	46.03
Epn3	0.9	0	0.23	0	0	0	0	0	0	0	1.53	1.85	1.81	1.87	1.42	2.64
Epo	4.79	0	7.68	9.64	2.65	4.12	0	0	0	0	0	0	0	5.08	0	1.47
Epor	0.46	4.41	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eppin	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eprs	285.9	298.17	279.44	246.02	207.32	184.66	166.67	147.41	86.57	118.68	122.09	118.55	126.37	119.41	100.15	127.3
Eps15	69.67	78.76	88.55	92.39	83.06	83.51	136.65	155.9	229.14	312.6	327.27	289.6	248.83	235.54	249.83	184.89
Eps15l1	40.89	23.86	37.73	29.9	45.56	30.45	24.29	44.31	25.75	29.22	13.77	19.22	18.25	19.7	16.88	17
Eps8	0.73	5.07	1.36	2.93	3.63	2.09	4.1	7.29	2.9	11.54	24.77	21.98	21.09	31.47	29.19	31.84
Eps8l1	0	0.35	0.35	0.89	0.37	1.9	0	1.14	5.28	1	2.96	0.57	0.8	1.4	0.88	0.41
Eps8l2	0	1.96	0	2.1	0.58	0.3	0	0	0	0	0	0	0	0.83	0	0
Eps8l3	0	0	0	0	0	0	0	0	0	0	0	0	0.89	0.78	0	0
Epsti1	0	0	0	0	0	0	0	0	0	0	0	0	0.54	0	0	1.77
Ept1	71.93	89.16	89.49	100.09	65.07	58.01	48.18	56.19	54.08	87.65	105.57	98.64	91.44	96.63	72.16	53.79
Epx	0	0	0	0	0	0	0	0	0	0	0	0	0.37	0.99	0	0
Epyc	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eqtn	0	0	0	0	0	0	0	0	0	0	0	1.36	0	0	0	0
Eral1	17.05	16.35	12.89	21.19	16.57	16.69	19.34	17.11	14.92	10.66	11.16	12.19	19.06	11.46	10.46	22.01
Erap1	79.66	28.84	6.87	6.12	7.35	10.94	2.18	6.64	4.68	9.07	14.1	22.88	21.76	34.95	32.41	42.9
Eras	5.5	13.45	1.68	0	0	0	0	0	0	0	0	0	0	0	0	0
Erbb2	23.73	18.99	30.49	33.37	27	19.79	17.17	10.81	4.41	10.26	7.42	6.58	9	6.51	10.99	11.64
Erbb2ip	45.86	34.74	63.97	42.15	97.63	93.4	104.94	98.79	56.14	67.46	54	70.6	64.81	77.73	78.31	95.54
Erbb3	6.77	4.43	1.62	1.3	1.53	0.63	0.21	0.63	0.37	0	0	0.24	0.33	1.46	0.73	1.36
Erbb4	1.03	0.52	5.59	2.49	13.42	14.06	8.58	14.41	13.36	29.4	37.83	29.69	30.33	24.24	24.63	29.77
Erc1	86.72	49.78	49.87	48.67	41.39	41.74	55.42	61.45	25.93	67.73	79.98	74.63	68.34	92.53	64.88	72.47
